id;name;rating;bedroom;bed;bath;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
9.83E+17;Hotel in Khet Ratchathewi ;0;1;1;1;186270866;Elmer;;Ratchathewi;13.75455785;100.5395391;Private room;1532;1;0;;;129;269;0;
9.80E+17;Rental unit in Khet Khlong Toei ;3.86 ;1;1;1;373848224;Hana;;Khlong Toei;13.7257266;100.567636;Entire home/apt;1750;2;7;13-12-2023;2.31;8;162;7;
9.83E+17;Hotel in Khet Ratchathewi ;0;1;1;1;186270866;Elmer;;Ratchathewi;13.75457348;100.5395444;Private room;1532;1;0;;;129;269;0;
9.83E+17;Rental unit in Watthana ;0;1;1;1;85035604;Hongyan;;Vadhana;13.7401414;100.5850628;Entire home/apt;992;10;1;06-12-2023;1;3;242;1;
9.85E+17;Rental unit in Khet Bang Na ;0;1;1;1;494779482;Caffeio;;Bang Na;13.68097482;100.5928756;Entire home/apt;750;28;0;;;2;149;0;
9.85E+17;Rental unit in Watthana ;0;1;1;1;38782255;Poom;;Vadhana;13.71596;100.59549;Entire home/apt;1425;7;0;;;2;336;0;
9.80E+17;Rental unit in Khet Bang Rak ;5.0 ;1;1;1;20469131;Karol;;Bang Rak;13.72115118;100.5178317;Entire home/apt;8000;2;9;15-12-2023;3.25;1;213;9;
9.83E+17;Rental unit in Watthana ;4.67 ;2;2;1;517798960;Ashwin;;Khlong Toei;13.72899297;100.5718486;Entire home/apt;2757;1;6;23-12-2023;2.81;12;231;6;
9.83E+17;Rental unit in Khet Khlong Toei ;5.0 ;1;1;1;215327582;Gigi;;Khlong Toei;13.73576;100.55821;Entire home/apt;2421;28;4;30-11-2023;1.43;16;150;4;
9.80E+17;Rental unit in Watthana ;0;2;2;2;274026012;潜;;Vadhana;13.73442596;100.5671776;Entire home/apt;3627;21;0;;;15;175;0;
9.83E+17;Home in Khet Chatuchak ;0;1;2;1;537502130;Umaporn;;Chatu Chak;13.81176;100.58288;Private room;3000;1;0;;;3;268;0;
9.83E+17;Rental unit in Watthana ;0;1;1;1;215327582;Gigi;;Vadhana;13.74229;100.56135;Entire home/apt;3143;5;2;23-12-2023;0.94;16;164;2;
9.85E+17;Rental unit in Khet Sathon ;5.0 ;1;1;1;312545246;Mike;;Sathon;13.71666476;100.532748;Entire home/apt;2843;1;5;12-12-2023;2.50;60;63;5;
9.85E+17;Rental unit in Khet Sathon ;4.89 ;1;1;1;312545246;Mike;;Sathon;13.71745;100.53179;Entire home/apt;2109;1;9;06-12-2023;3.03;60;64;9;
9.85E+17;Rental unit in Khet Phra Khanong ;0;1;1;1;482449714;Tanick;;Phra Khanong;13.70227109;100.6029086;Entire home/apt;1871;1;2;18-11-2023;1.33;18;204;2;
9.81E+17;Rental unit in Khet Huai Khwang ;0;1;1;1;157804575;Chang;;Din Daeng;13.77903734;100.5736463;Entire home/apt;1500;25;2;15-12-2023;1.71;57;264;2;
9.83E+17;Rental unit in Watthana ;0;1;1;1;517798960;Ashwin;;Vadhana;13.72978;100.57418;Entire home/apt;2047;1;2;15-12-2023;0.74;12;266;2;
9.81E+17;Rental unit in Khet Huai Khwang ;0;1;1;1;185602387;Pluem;;Huai Khwang;13.75511726;100.5688657;Entire home/apt;1166;28;0;;;7;248;0;
9.83E+17;Home in Khet Chatuchak ;0;1;1;1;537502130;Umaporn;;Chatu Chak;13.8122752;100.5831909;Private room;2500;1;0;;;3;269;0;
9.81E+17;Rental unit in Watthana ;0;3;4;0;406403381;Darisa;;Vadhana;13.73279;100.58517;Private room;12900;1;0;;;38;359;0;
9.83E+17;Rental unit in Ratchathewi ;4.78 ;2;2;2;201677068;Curry;;Ratchathewi;13.75773;100.53989;Entire home/apt;4478;3;9;23-12-2023;4.03;230;296;9;
9.83E+17;Hotel in Khet Saphan Sung ;0;1;1;1;493412920;Alice;;Lat Krabang;13.76161;100.72985;Private room;1070;1;0;;;152;269;0;
9.83E+17;Rental unit in Ratchathewi ;4.89 ;2;2;2;52161947;Noons;;Ratchathewi;13.75835917;100.5381338;Entire home/apt;4478;3;9;13-12-2023;3.91;131;296;9;
9.85E+17;Rental unit in Khet Suan Luang ;0;2;2;2;85035604;Hongyan;;Suanluang;13.70785;100.60792;Entire home/apt;969;3;1;21-10-2023;0.44;3;148;1;
9.85E+17;Rental unit in Khet Din Daeng ;0;1;1;1;13883101;Lei;;Din Daeng;13.7642031;100.5609498;Entire home/apt;1471;5;0;;;4;15;0;
9.81E+17;Rental unit in Watthana ;0;1;1;1;486989043;Jason;;Vadhana;13.74159504;100.5602602;Entire home/apt;2113;28;0;;;13;133;0;
9.85E+17;Bed and breakfast in Khet Ratchathewi ;0;1;1;1;538139567;G;;Ratchathewi;13.7535571;100.5437759;Private room;1000;1;0;;;2;0;0;
9.85E+17;Hostel in Khet Ratchathewi ;0;1;1;1;538139567;G;;Ratchathewi;13.7532743;100.5448186;Private room;;1;0;;;2;0;0;
9.83E+17;Rental unit in Khet Phra Khanong ;0;1;2;1.5 ;527749381;Yin;;Phra Khanong;13.70152512;100.6023081;Entire home/apt;1668;3;2;29-10-2023;0.75;19;245;2;
9.83E+17;Rental unit in Khet Phra Khanong ;0;1;1;1.5 ;179336488;Jc;;Phra Khanong;13.70181;100.60427;Entire home/apt;1412;3;2;27-10-2023;0.71;18;245;2;
9.81E+17;Rental unit in Khet Khlong Toei ;4.25 ;1;1;1;17416570;Adolphe;;Khlong Toei;13.71799662;100.5748732;Entire home/apt;2243;4;4;01-12-2023;2.40;12;205;4;
9.81E+17;Hotel in Khet Samphanthawong ;0;1;1;1.5  ;537200752;เฉลิมพล;;Samphanthawong;13.739428;100.5036843;Private room;920;1;0;;;3;270;0;
9.83E+17;Rental unit in Khet Phra Khanong ;4.60 ;1;1;1;500570663;Ant;;Phra Khanong;13.6984656;100.6002366;Private room;600;1;5;05-12-2023;1.60;7;2;5;
9.83E+17;Rental unit in Khet Khlong Toei ;4.94 ;2;2;1.5 ;27721148;Lily;;Khlong Toei;13.7365373;100.5570337;Entire home/apt;2614;1;16;06-12-2023;5.39;39;32;16;
9.85E+17;Rental unit in Khet Din Daeng ;0;1;1;1;13883101;Lei;;Din Daeng;13.76468156;100.5599112;Entire home/apt;1416;3;1;04-12-2023;1;4;74;1;
9.81E+17;Rental unit in Watthana ;0;1;1;1;276351420;Elseve;;Vadhana;13.73824734;100.5911665;Entire home/apt;;29;1;22-11-2023;0.86;5;0;1;
9.85E+17;Rental unit in Khet Thon Buri ;0;1;1;1;435016000;Balloon;;Thon buri;13.71390598;100.4739606;Entire home/apt;1119;5;0;;;33;255;0;
9.85E+17;Rental unit in Khet Din Daeng ;0;2;3;1;13883101;Lei;;Din Daeng;13.76320519;100.5600005;Entire home/apt;2300;27;1;01-10-2023;0.34;4;38;1;
9.83E+17;Rental unit in Khet Khlong Toei ;4.57 ;1;1;1;523820194;Game;;Khlong Toei;13.71369543;100.58218;Entire home/apt;1500;1;7;15-12-2023;3.00;29;106;7;
9.81E+17;Home in Watthana ;4.93 ;5;9;0;47112197;Fame;;Vadhana;13.73650571;100.5714843;Entire home/apt;8513;1;15;22-12-2023;4.41;7;293;15;
9.83E+17;Rental unit in Khet Bang Phlat ;0;1;1;1;220893313;无名氏;;Bang Phlat;13.79736937;100.5044278;Entire home/apt;580;30;0;;;54;239;0;
9.81E+17;Rental unit in Khet Bang Phlat ;0;1;1;1;270215556;Ideomobi;;Bang Phlat;13.7991;100.50384;Entire home/apt;387;1;0;;;31;237;0;
9.83E+17;Rental unit in Khet Khlong Toei ;5.0 ;1;2;1;501920630;LeFoyer;;Khlong Toei;13.72276;100.5781;Entire home/apt;1817;5;3;27-11-2023;1.53;79;175;3;
9.85E+17;Rental unit in Khlong Toei ;4.43 ;0;1;0;538174657;Jianze;;Khlong Toei;13.72311016;100.5604202;Entire home/apt;2213;4;7;23-12-2023;3.82;6;247;7;
9.81E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;262923052;Shilei;;Khlong Toei;13.71314011;100.5915301;Entire home/apt;1024;7;1;14-11-2023;0.70;41;235;1;
9.85E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;264864968;Tricia;;Khlong Toei;13.70490546;100.5939934;Entire home/apt;1016;7;0;;;79;266;0;
9.85E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;344327171;Alice;;Khlong Toei;13.70478;100.59189;Entire home/apt;1016;7;2;16-12-2023;2;78;267;2;
9.81E+17;Home in Khet Taling Chan ;0;1;2;1;436101198;Uraiprapa;;Taling Chan;13.79042;100.41487;Private room;1693;1;1;29-11-2023;1;1;268;1;
9.85E+17;Condo in Khet Khlong Toei ;0;1;1;1;501005408;Samuel;;Khlong Toei;13.72114;100.58007;Entire home/apt;1666;5;2;13-12-2023;1.30;5;333;2;
9.83E+17;Rental unit in Khet Bang Rak ;0;1;2;1;12863564;Bee;;Bang Rak;13.72558;100.53209;Entire home/apt;1840;2;1;25-12-2023;1;2;246;1;
9.83E+17;Rental unit in Khet Huai Khwang ;0;1;0;1;536376536;嘉熠;;Huai Khwang;13.7561125;100.567572;Private room;2600;60;0;;;2;70;0;
9.81E+17;Townhouse in Sathon ;5.0 ;1;1;1;65476109;Mj;;Sathon;13.71770095;100.5273028;Private room;1101;1;13;16-12-2023;4.06;7;312;13;
9.81E+17;Condo in Khet Pathum Wan ;5.0 ;2;2;2;89820474;Ken;;Parthum Wan;13.74051989;100.5426944;Entire home/apt;4500;2;3;23-12-2023;2.81;60;263;3;
9.83E+17;Rental unit in Khet Bang Rak ;0;1;1;1;12863564;Bee;;Bang Rak;13.72633427;100.5316339;Private room;1148;1;0;;;2;290;0;
9.83E+17;Rental unit in Watthana ;0;1;1;1;274026012;潜;;Vadhana;13.73476119;100.5685584;Entire home/apt;2067;21;0;;;15;145;0;
9.85E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;276781306;Alex;;Khlong Toei;13.70309;100.59188;Entire home/apt;1041;7;0;;;61;269;0;
9.85E+17;Rental unit in Chatuchak ;0;1;1;1.5 ;521024941;Natwaree;;Chatu Chak;13.82589841;100.5680881;Private room;2500;1;0;;;1;269;0;
9.85E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;276781306;Alex;;Khlong Toei;13.70324733;100.5936882;Entire home/apt;1016;7;0;;;61;269;0;
9.81E+17;Condo in Khet Khlong Toei ;5.0 ;1;1;1;89820474;Ken;;Khlong Toei;13.73947;100.55121;Entire home/apt;1600;2;6;09-12-2023;2.02;60;242;6;
9.81E+17;Rental unit in Khet Phra Khanong ;0;1;1;1;500570663;Ant;;Phra Khanong;13.6984656;100.6002366;Private room;526;4;0;;;7;81;0;
9.85E+17;Rental unit in Watthana ;4.43 ;1;1;0;514253582;Bualong;;Vadhana;13.73928418;100.5872967;Private room;590;1;7;23-12-2023;2.53;2;144;7;
9.85E+17;Rental unit in Bangkok ;4.91 ;1;1;1;67973902;Morphy;;Sathon;13.71023512;100.5204668;Entire home/apt;1075;1;11;23-12-2023;4.40;4;150;11;
9.85E+17;Rental unit in Khet Huai Khwang ;0;2;2;1;276781306;Alex;;Huai Khwang;13.761;100.57014;Entire home/apt;3812;1;0;;;61;262;0;
9.81E+17;Rental unit in Khet Phra Khanong ;0;1;1;1;500570663;Ant;;Phra Khanong;13.6984656;100.6002366;Private room;565;4;1;13-12-2023;1;7;68;1;
9.85E+17;Rental unit in Khet Ratchathewi ;0;1;1;1;469590602;Bella;;Ratchathewi;13.7533992;100.563517;Entire home/apt;1961;3;2;26-10-2023;0.90;5;256;2;
9.83E+17;Rental unit in Khet Khlong Toei ;3.0 ;1;2;1;502914284;Mimi;;Khlong Toei;13.72348373;100.5607225;Entire home/apt;1877;1;3;20-11-2023;1.20;119;253;3;
9.84E+17;Hotel in Khet Lat Krabang ;0;1;1;1;493412920;Alice;;Lat Krabang;13.7218793;100.7237636;Private room;1250;1;0;;;152;269;0;
9.84E+17;Rental unit in Khet Suan Luang ;0;1;1;1;259670420;Yueh Hung;;Suanluang;13.71200205;100.6064949;Entire home/apt;968;7;0;;;7;84;0;
9.81E+17;Rental unit in Khet Huai Khwang ;0;1;1;1.5 ;205008955;Moon;;Huai Khwang;13.75921;100.56892;Entire home/apt;1499;14;2;30-11-2023;0.67;33;231;2;
9.84E+17;Hotel in Khet Khlong Toei ;0;1;1;1;341472080;Shinichi;;Khlong Toei;13.72853645;100.5698137;Private room;2900;1;2;02-12-2023;1.20;13;233;2;
9.81E+17;Rental unit in Khet Sathon ;4.40 ;1;1;1;79188226;Phanida;;Sathon;13.71166;100.53595;Entire home/apt;1381;3;5;20-12-2023;1.63;11;74;5;
9.84E+17;Rental unit in Watthana ;0;1;1;1;439608948;Namon;;Vadhana;13.7315108;100.5866789;Private room;1046;28;1;19-11-2023;0.77;1;118;1;
9.84E+17;Home in Khet Khlong Toei ;0;5;6;0;524010735;Happy;;Khlong Toei;13.73591291;100.5582442;Entire home/apt;20286;1;1;06-12-2023;1;13;255;1;
9.84E+17;Rental unit in Khet Bang Rak ;4.75 ;1;1;1.5  ;42482778;Harnpon;;Bang Rak;13.72609939;100.5284838;Private room;730;1;12;25-12-2023;3.91;25;355;12;
9.84E+17;Home in Watthana ;0;10;10;0;520276253;Arin;;Vadhana;13.74669313;100.5567687;Entire home/apt;25143;1;0;;;12;245;0;
9.85E+17;Rental unit in Khet Bang Rak ;4.90 ;1;1;1;42482778;Harnpon;;Bang Rak;13.7261239;100.5284715;Private room;773;1;10;08-12-2023;3.30;25;328;10;
9.85E+17;Rental unit in Khet Bang Rak ;5.0 ;1;1;1.5 ;42482778;Harnpon;;Bang Rak;13.72616256;100.5284437;Private room;814;1;8;24-12-2023;2.73;25;358;8;
9.85E+17;Rental unit in Khet Bang Rak ;0;2;2;1;510806175;Bathai;;Bang Rak;13.73137931;100.5203012;Entire home/apt;5857;3;2;05-11-2023;0.88;8;264;2;
9.81E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;262923052;Shilei;;Khlong Toei;13.71289362;100.5814895;Entire home/apt;999;7;1;07-10-2023;0.37;41;259;1;
9.84E+17;Treehouse in Khet Khlong Toei ;0;1;1;1;537831786;Vanchai;;Khlong Toei;13.726145;100.5711198;Entire home/apt;1440;1;0;;;1;73;0;
9.81E+17;Home in Khet Bang Khen ;0;4;4;0;96543792;Gom;;Bang Khen;13.87389035;100.6602427;Entire home/apt;12500;3;0;;;3;157;0;
9.81E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;262923052;Shilei;;Khlong Toei;13.71334;100.59252;Entire home/apt;1024;5;2;02-12-2023;0.78;41;262;2;
9.86E+17;Rental unit in Watthana ;0;2;2;2;221642164;Mary;;Vadhana;13.7422689;100.5596081;Entire home/apt;6190;14;1;07-12-2023;1;25;150;1;
9.81E+17;Rental unit in Khet Khlong Toei ;5.0 ;1;1;1;533050011;Leo;;Khlong Toei;13.72517316;100.5760605;Entire home/apt;2134;3;7;25-12-2023;3.04;10;176;7;
9.84E+17;Rental unit in Khet Bang Rak ;4.20 ;1;1;1;42482778;Harnpon;;Bang Rak;13.72613953;100.5284713;Private room;800;1;5;29-11-2023;1.63;25;346;5;
9.84E+17;Rental unit in เขตวัฒนา ;0;1;1;1;501920630;LeFoyer;;Vadhana;13.74415438;100.5556142;Entire home/apt;2090;5;1;30-09-2023;0.34;79;171;1;
9.81E+17;Rental unit in Khet Khlong San ;0;1;1;1;489532900;Wilasanee;;Khlong San;13.71876;100.5064555;Entire home/apt;806;30;0;;;12;245;0;
9.84E+17;Rental unit in Khet Bang Sue ;0;2;4;0;515285676;อภัสนันท์;;Bang Sue;13.8285052;100.5274332;Private room;960;28;0;;;10;324;0;
9.84E+17;Rental unit in เขตวัฒนา ;0;2;2;2;62257044;Ludoping;;Vadhana;13.7446;100.55571;Entire home/apt;3850;5;0;;;51;155;0;
9.84E+17;Rental unit in Krung Thep Maha Nakhon ;4.91 ;1;1;1;537837545;Tan;;Don Mueang;13.92401197;100.5999015;Private room;517;1;11;11-12-2023;3.88;1;240;11;
9.81E+17;Rental unit in Khet Khlong Toei ;5.0 ;1;1;1;533050011;Leo;;Khlong Toei;13.72335025;100.5775878;Entire home/apt;2211;3;6;16-12-2023;2.65;10;194;6;
9.86E+17;Rental unit in Khet Phaya Thai ;0;1;1;1.5 ;21857855;Anuch;;Phaya Thai;13.77670641;100.5441332;Entire home/apt;1600;1;2;04-12-2023;0.97;1;260;2;
9.81E+17;Condo in Watthana ;0;1;1;1;267746594;Windy;;Vadhana;13.73683686;100.5629142;Entire home/apt;2249;45;2;02-12-2023;1.46;46;148;2;
9.86E+17;Rental unit in Khet Bang Phlat ;0;1;1;1;325788794;海进;;Bang Phlat;13.79772;100.5056;Entire home/apt;450;30;0;;;27;236;0;
9.81E+17;Home in Lat Krabang ;0;3;3;3;175624069;Meng;;Lat Krabang;13.74944539;100.7382304;Entire home/apt;5000;1;1;18-12-2023;1;2;265;1;
9.86E+17;Rental unit in Khet Dusit ;0;1;1;1;24666207;Prang;;Dusit;13.77793882;100.5270478;Private room;700;1;0;;;2;269;0;
9.84E+17;Home in Khet Yan Nawa ;0;5;11;0;239315216;Tina;;Yan na wa;13.70072;100.54167;Entire home/apt;30000;1;0;;;1;269;0;
9.84E+17;Rental unit in Watthana ;5.0 ;1;1;1;517798960;Ashwin;;Vadhana;13.7307976;100.5733846;Entire home/apt;1993;1;2;27-11-2023;0.98;12;0;2;
9.84E+17;Rental unit in Watthana ;0;1;1;1;517798960;Ashwin;;Vadhana;13.7307976;100.5733846;Entire home/apt;2064;1;0;;;12;264;0;
9.81E+17;Condo in Krung Thep Maha Nakhon ;5.0 ;1;1;1;537341474;Prachaya;;Chatu Chak;13.84136929;100.5863134;Entire home/apt;1356;1;6;24-12-2023;2.31;3;215;6;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;20133201;Willam;;Khlong Toei;13.70298;100.59386;Entire home/apt;1016;7;0;;;65;268;0;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;416454376;Iwo;;Khlong Toei;13.72225911;100.5761808;Entire home/apt;1425;1;1;29-11-2023;1;56;241;1;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;505145566;Wanwisa;;Khlong Toei;13.70326847;100.593963;Entire home/apt;1016;7;0;;;59;267;0;
9.86E+17;Home in Thailand ;0;4;4;0;345249539;Areerat;;Bang Khen;13.86693;100.67817;Entire home/apt;9471;3;0;;;1;263;0;
9.86E+17;Rental unit in Khet Sathon ;0;1;1;1;20133201;Willam;;Yan na wa;13.70414;100.53074;Entire home/apt;1190;1;0;;;65;325;0;
9.82E+17;Rental unit in Khet Huai Khwang ;5.0 ;2;3;1;133849226;Aidan;;Huai Khwang;13.75797;100.56667;Entire home/apt;3071;1;6;28-11-2023;1.86;57;261;6;
9.86E+17;Rental unit in Khet Khlong Toei ;4.50 ;1;1;1;140884867;Yoojung;;Khlong Toei;13.70652;100.59956;Entire home/apt;1814;2;4;10-12-2023;1.46;6;76;4;
9.86E+17;Rental unit in Watthana ;0;2;3;2.5 ;73129997;Duangporn;;Vadhana;13.71506934;100.5967135;Entire home/apt;1661;14;0;;;5;211;0;
9.87E+17;Rental unit in Khet Huai Khwang ;0;2;3;1;159681846;Michael;;Huai Khwang;13.76103403;100.5703379;Entire home/apt;3812;1;0;;;49;262;0;
9.86E+17;Hotel in Watthana ;0;3;5;0;56467017;Chanin;;Vadhana;13.7121556;100.5957262;Private room;1800;1;0;;;1;269;0;
9.86E+17;Rental unit in Watthana ;4.75 ;2;2;1;510890751;Angelina;;Vadhana;13.7391;100.56392;Entire home/apt;2500;25;4;15-10-2023;1.50;42;110;4;
9.87E+17;Serviced apartment in Watthana ;0;2;3;2;11412655;Ant;;Vadhana;13.74334941;100.5564054;Entire home/apt;5929;1;2;10-11-2023;1.18;14;239;2;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;20133201;Willam;;Khlong Toei;13.70329586;100.5955222;Entire home/apt;1041;7;0;;;65;267;0;
9.86E+17;Rental unit in Khet Sathon ;4.89 ;1;1;1;519371282;Mo;;Sathon;13.71604162;100.5285665;Entire home/apt;980;1;18;23-12-2023;6.21;4;0;18;
9.87E+17;Rental unit in Khet Huai Khwang ;0;3;5;0;159681846;Michael;;Huai Khwang;13.76081162;100.5699624;Entire home/apt;6092;1;0;;;49;220;0;
9.87E+17;Rental unit in Khet Huai Khwang ;0;2;3;1;159681846;Michael;;Huai Khwang;13.75899;100.56848;Entire home/apt;3279;1;0;;;49;263;0;
9.88E+17;Rental unit in Khet Khlong Toei ;4.83 ;2;2;1.5 ;27721148;Lily;;Khlong Toei;13.7365373;100.5570337;Entire home/apt;2461;1;6;17-12-2023;2.81;39;50;6;
9.86E+17;Hotel in Khet Bang Rak ;0;1;2;1;503896157;Wan;;Bang Rak;13.72684654;100.5398506;Private room;1040;1;0;;;8;363;0;
9.86E+17;Hotel in Khet Bang Rak ;0;1;1;1;503896157;Wan;;Bang Rak;13.72736147;100.5388391;Private room;2000;1;0;;;8;363;0;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;416454376;Iwo;;Khlong Toei;13.72344075;100.5779411;Entire home/apt;1425;1;1;12-11-2023;0.67;56;312;1;
9.86E+17;Rental unit in เขตวัฒนา ;4.25 ;2;2;2;62256771;Terry;;Vadhana;13.74286;100.55737;Entire home/apt;3850;5;4;10-12-2023;1.48;49;168;4;
9.89E+17;Rental unit in Khet Bang Phlat ;0;1;1;1;220893313;无名氏;;Bang Phlat;13.79797;100.50413;Entire home/apt;580;30;0;;;54;226;0;
9.89E+17;Hotel in Khet Pathum Wan ;0;1;1;1;493412920;Alice;;Parthum Wan;13.7483997;100.5208405;Private room;10700;1;0;;;152;269;0;
9.88E+17;Rental unit in Watthana ;5.0 ;3;4;0;527632006;Pracha;;Vadhana;13.73446234;100.5773311;Entire home/apt;3438;4;8;20-12-2023;3.00;5;125;8;
9.89E+17;Condo in Khet Khlong San ;5.0 ;1;2;1;523234898;Tararat;;Khlong San;13.71964409;100.4991275;Private room;1014;1;5;16-12-2023;2.38;12;231;5;
9.89E+17;Rental unit in Khet Huai Khwang ;0;2;3;1;302092713;Yang;;Huai Khwang;13.76099854;100.5697488;Entire home/apt;3812;1;0;;;44;264;0;
9.89E+17;Rental unit in Watthana ;0;1;1;1.5 ;517798960;Ashwin;;Vadhana;13.73124;100.57435;Entire home/apt;1993;1;0;;;12;264;0;
9.89E+17;Rental unit in Khet Din Daeng ;0;2;2;1;302092713;Yang;;Din Daeng;13.76526;100.56057;Entire home/apt;2391;1;1;29-11-2023;1;44;303;1;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;67585919;Summer;;Khlong Toei;13.72168;100.57816;Entire home/apt;1422;1;0;;;135;310;0;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;20133201;Willam;;Khlong Toei;13.72405;100.57462;Entire home/apt;900;28;0;;;65;265;0;
9.88E+17;Rental unit in Khet Bang Sue ;5.0 ;1;1;1.5  ;22403441;Giftgap;;Bang Sue;13.81890983;100.5321095;Private room;958;3;3;06-12-2023;1.41;2;0;3;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;67585919;Summer;;Khlong Toei;13.72295;100.57794;Entire home/apt;1425;1;0;;;135;312;0;
9.89E+17;Rental unit in Khet Huai Khwang ;0;3;5;0;302092713;Yang;;Huai Khwang;13.76074;100.57043;Entire home/apt;6092;1;0;;;44;222;0;
9.89E+17;Rental unit in Khet Ratchathewi ;0;2;2;1;201677068;Curry;;Ratchathewi;13.7503004;100.5555028;Entire home/apt;1786;28;0;;;230;356;0;
9.89E+17;Rental unit in Khet Din Daeng ;0;1;1;1;302092713;Yang;;Din Daeng;13.76511994;100.5619461;Entire home/apt;1197;1;1;08-12-2023;1;44;237;1;
9.88E+17;Rental unit in Khet Huai Khwang ;5.0 ;1;1;1;265925211;沐清;;Huai Khwang;13.75520985;100.5685262;Entire home/apt;2179;5;3;18-12-2023;1.58;5;69;3;
9.89E+17;Rental unit in Khet Huai Khwang ;0;2;3;1;302092713;Yang;;Huai Khwang;13.76082743;100.5703944;Entire home/apt;3279;1;0;;;44;265;0;
9.88E+17;Rental unit in Khet Bang Na ;0;1;1;1.5 ;538690184;Games;;Bang Na;13.66458;100.60344;Entire home/apt;753;7;1;13-10-2023;0.40;1;342;1;
9.89E+17;Rental unit in Khet Huai Khwang ;0;1;4;0;302092713;Yang;;Huai Khwang;13.75893719;100.5684426;Entire home/apt;1965;1;0;;;44;236;0;
9.89E+17;Hotel in Khet Khlong Toei ;0;1;1;1;64131143;Chetna;;Khlong Toei;13.72446643;100.5729618;Private room;1943;1;1;16-10-2023;0.41;5;264;1;
9.86E+17;Condo in Khet Chatuchak ;5.0 ;1;1;1.5 ;538351444;Naiyana;;Chatu Chak;13.7958565;100.5646963;Entire home/apt;894;1;7;11-12-2023;4.47;1;352;7;
9.88E+17;Condo in Thon Buri ;0;1;2;1;538702308;MeedeedeeHome;;Thon buri;13.71358575;100.476399;Private room;1500;1;1;12-11-2023;0.67;1;172;1;
9.86E+17;Home in Khet Bang Kapi ;0;1;1;1;511640056;尚;;Bang Kapi;13.7543186;100.6267352;Private room;5826;2;0;;;2;18;0;
9.86E+17;Rental unit in Khet Khlong Toei ;0;2;2;2;20133201;Willam;;Khlong Toei;13.72205;100.57292;Entire home/apt;1150;3;2;13-11-2023;1.09;65;233;2;
9.88E+17;Rental unit in Khet Ratchathewi ;0;1;1;1;264864968;Tricia;;Ratchathewi;13.75639;100.53826;Entire home/apt;2835;2;1;12-10-2023;0.39;79;349;1;
9.86E+17;Rental unit in Khet Ratchathewi ;4.94 ;1;1;1.5 ;178149175;Tom;;Ratchathewi;13.75533;100.54096;Entire home/apt;1683;1;15;25-12-2023;4.79;3;0;15;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;506075785;Jojo;;Khlong Toei;13.72163737;100.5783315;Entire home/apt;1425;1;2;07-11-2023;0.92;114;245;2;
9.88E+17;Hotel in Khet Phra Nakhon ;0;1;1;1;31015834;Natha;;Phra Nakhon;13.75829709;100.4955656;Private room;1347;1;2;26-11-2023;1.11;45;262;2;
9.89E+17;Rental unit in Khet Bang Sue ;0;1;1;1.5 ;537495600;Pratya;;Bang Sue;13.80675;100.52923;Entire home/apt;550;1;0;;;1;364;0;
9.88E+17;Rental unit in Khet Lak Si ;0;1;1;1;527997542;Sasimanas;;Lak Si;13.85933657;100.5587041;Entire home/apt;800;1;0;;;2;299;0;
9.89E+17;Rental unit in Khet Khlong Toei ;5.0 ;1;1;1;291522709;My Iglu;;Khlong Toei;13.71196698;100.5934791;Entire home/apt;1211;1;4;24-12-2023;1.35;2;0;4;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;506075785;Jojo;;Khlong Toei;13.72289;100.57633;Entire home/apt;1422;1;0;;;114;242;0;
9.88E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;485413319;Yang;;Khlong Toei;13.70277;100.59232;Entire home/apt;1016;7;0;;;51;270;0;
9.86E+17;Rental unit in Khet Khlong Toei ;0;1;1;1;402093105;Hi Gravity;;Khlong Toei;13.72268214;100.5782603;Entire home/apt;1422;2;1;01-11-2023;0.53;204;243;1;
9.89E+17;Rental unit in Khet Bang Rak ;5.0 ;1;1;1.5  ;42482778;Harnpon;;Bang Rak;13.72608884;100.5284598;Private room;737;1;4;05-12-2023;1.36;25;351;4;
9.88E+17;Rental unit in Khet Ratchathewi ;0;1;1;1;344327171;Alice;;Ratchathewi;13.75628994;100.5384027;Entire home/apt;2835;2;1;27-10-2023;0.48;78;349;1;
